X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
5,-6.0,9.0,9.0,9.0,5.0,12.0,-9.0,-2.0,19.0,11.0,9.0,5.0,22.0,19.0,-9.0,1.0
1,-8.0,8.0,13.0,6.0,3.0,13.0,-7.0,-4.0,19.0,9.0,14.0,3.0,23.0,22.0,-10.0,1.0
-3,-10.0,7.0,17.0,2.0,1.0,14.0,-6.0,-5.0,17.0,7.0,19.0,2.0,23.0,24.0,-11.0,1.0
-6,-14.0,-3.0,-8.0,-14.0,9.0,-19.0,-5.0,17.0,3.0,-10.0,-11.0,-2.0,3.0,4.0,-6.0,1.0
5,-10.0,-2.0,-11.0,-6.0,14.0,-17.0,-7.0,19.0,5.0,-10.0,-16.0,0.0,3.0,-1.0,-5.0,1.0
14,-7.0,1.0,-12.0,0.0,19.0,-14.0,-9.0,18.0,7.0,-9.0,-20.0,1.0,3.0,-5.0,-2.0,1.0
19,-3.0,3.0,-11.0,5.0,22.0,-9.0,-11.0,15.0,10.0,-5.0,-22.0,1.0,4.0,-8.0,0.0,1.0
21,0.0,5.0,-9.0,8.0,24.0,-5.0,-11.0,11.0,12.0,-1.0,-24.0,3.0,4.0,-10.0,2.0,1.0
21,3.0,6.0,-7.0,10.0,23.0,0.0,-12.0,8.0,15.0,3.0,-24.0,6.0,4.0,-12.0,5.0,1.0
20,4.0,6.0,-5.0,11.0,22.0,4.0,-12.0,7.0,16.0,6.0,-24.0,8.0,4.0,-14.0,6.0,1.0
18,4.0,7.0,-4.0,10.0,19.0,8.0,-12.0,5.0,17.0,7.0,-24.0,8.0,4.0,-14.0,7.0,1.0
14,2.0,8.0,-2.0,6.0,15.0,11.0,-11.0,5.0,18.0,7.0,-24.0,8.0,4.0,-14.0,7.0,1.0
9,-1.0,9.0,0.0,1.0,11.0,15.0,-10.0,4.0,18.0,5.0,-23.0,7.0,4.0,-12.0,6.0,1.0
4,-6.0,10.0,3.0,-4.0,6.0,18.0,-9.0,5.0,17.0,3.0,-22.0,6.0,4.0,-11.0,4.0,1.0
-1,-10.0,11.0,5.0,-10.0,1.0,20.0,-8.0,6.0,16.0,1.0,-22.0,6.0,5.0,-11.0,1.0,1.0
-5,-14.0,11.0,6.0,-14.0,-3.0,21.0,-6.0,7.0,14.0,-1.0,-21.0,6.0,7.0,-11.0,-3.0,1.0
-9,-15.0,10.0,5.0,-18.0,-6.0,19.0,-5.0,7.0,12.0,-3.0,-20.0,6.0,9.0,-12.0,-6.0,1.0
-33,-16.0,-9.0,-2.0,-21.0,-5.0,-28.0,-6.0,-21.0,-4.0,-6.0,2.0,-9.0,-6.0,1.0,-13.0,1.0
-30,-16.0,-8.0,3.0,-18.0,-2.0,-26.0,-5.0,-21.0,-3.0,-6.0,6.0,-11.0,-8.0,6.0,-11.0,1.0
-26,-15.0,-6.0,8.0,-14.0,3.0,-23.0,-5.0,-18.0,-3.0,-5.0,10.0,-10.0,-8.0,11.0,-10.0,1.0
-20,-14.0,-4.0,11.0,-12.0,8.0,-18.0,-4.0,-15.0,-2.0,-5.0,13.0,-9.0,-8.0,16.0,-8.0,1.0
26,-18.0,9.0,-8.0,-3.0,6.0,13.0,-7.0,18.0,3.0,-10.0,-11.0,15.0,14.0,-20.0,-8.0,1.0
26,-22.0,7.0,-11.0,-4.0,3.0,9.0,-8.0,18.0,0.0,-11.0,-14.0,15.0,11.0,-25.0,-7.0,1.0
25,-27.0,6.0,-15.0,-6.0,1.0,3.0,-9.0,16.0,-3.0,-13.0,-15.0,14.0,6.0,-29.0,-7.0,1.0
-5,-29.0,1.0,-32.0,-22.0,-7.0,-20.0,-15.0,-14.0,-25.0,-25.0,-7.0,-26.0,-29.0,-17.0,0.0,1.0
-9,-15.0,-10.0,10.0,-15.0,3.0,-6.0,-7.0,0.0,-7.0,-17.0,9.0,0.0,8.0,-14.0,-9.0,1.0
-10,0.0,-17.0,11.0,-4.0,-11.0,1.0,-1.0,-2.0,-4.0,-4.0,2.0,-1.0,-10.0,-8.0,11.0,1.0
-7,5.0,-16.0,9.0,-4.0,-5.0,1.0,-1.0,1.0,-4.0,-5.0,2.0,-2.0,-8.0,-8.0,10.0,1.0
-3,10.0,-15.0,8.0,-3.0,2.0,3.0,-1.0,3.0,-5.0,-6.0,3.0,-2.0,-7.0,-6.0,10.0,1.0
1,16.0,-14.0,7.0,-2.0,6.0,6.0,1.0,4.0,-5.0,-7.0,6.0,-1.0,-6.0,-4.0,9.0,1.0
5,22.0,-12.0,7.0,1.0,9.0,10.0,3.0,4.0,-6.0,-7.0,9.0,-2.0,-6.0,-2.0,9.0,1.0
9,27.0,-11.0,7.0,3.0,9.0,15.0,4.0,4.0,-7.0,-7.0,11.0,-3.0,-6.0,1.0,8.0,1.0
11,31.0,-9.0,6.0,5.0,9.0,20.0,6.0,3.0,-8.0,-4.0,11.0,-5.0,-5.0,4.0,8.0,1.0
18,31.0,0.0,3.0,13.0,1.0,31.0,6.0,10.0,-1.0,26.0,-12.0,-7.0,9.0,18.0,4.0,1.0
18,27.0,3.0,3.0,13.0,-1.0,31.0,7.0,13.0,2.0,30.0,-17.0,-5.0,11.0,19.0,2.0,1.0
17,23.0,5.0,4.0,13.0,-3.0,31.0,7.0,15.0,3.0,32.0,-20.0,-2.0,11.0,20.0,-1.0,1.0
13,20.0,7.0,4.0,11.0,-5.0,31.0,6.0,16.0,3.0,31.0,-21.0,1.0,11.0,21.0,-4.0,1.0
9,18.0,10.0,3.0,10.0,-7.0,31.0,6.0,16.0,3.0,29.0,-21.0,3.0,9.0,22.0,-6.0,1.0
4,18.0,12.0,2.0,8.0,-8.0,31.0,5.0,16.0,1.0,26.0,-19.0,4.0,7.0,22.0,-8.0,1.0
0,19.0,14.0,-1.0,6.0,-9.0,31.0,4.0,16.0,0.0,22.0,-16.0,5.0,4.0,23.0,-10.0,1.0
-3,19.0,15.0,-3.0,5.0,-11.0,31.0,3.0,14.0,-1.0,19.0,-14.0,6.0,1.0,23.0,-11.0,1.0
1,14.0,9.0,6.0,6.0,-15.0,37.0,1.0,8.0,-1.0,23.0,-1.0,5.0,4.0,39.0,-19.0,1.0
3,13.0,7.0,9.0,7.0,-12.0,37.0,0.0,8.0,-1.0,23.0,2.0,5.0,7.0,40.0,-20.0,1.0
6,10.0,5.0,12.0,7.0,-9.0,35.0,0.0,9.0,-2.0,21.0,5.0,6.0,9.0,39.0,-20.0,1.0
10,7.0,1.0,14.0,8.0,-8.0,31.0,0.0,10.0,-1.0,17.0,8.0,9.0,10.0,36.0,-21.0,1.0
13,3.0,-5.0,15.0,7.0,-7.0,25.0,0.0,13.0,-1.0,10.0,9.0,12.0,9.0,31.0,-21.0,1.0
15,-3.0,-12.0,15.0,5.0,-8.0,17.0,1.0,16.0,-1.0,2.0,10.0,16.0,7.0,26.0,-20.0,1.0
14,-7.0,-21.0,14.0,2.0,-9.0,7.0,2.0,18.0,0.0,-7.0,10.0,17.0,3.0,19.0,-19.0,1.0
12,-10.0,-29.0,13.0,-3.0,-10.0,-4.0,3.0,19.0,-1.0,-16.0,10.0,16.0,0.0,12.0,-16.0,1.0
7,-12.0,-36.0,13.0,-6.0,-11.0,-15.0,4.0,18.0,-2.0,-25.0,9.0,12.0,-2.0,4.0,-14.0,1.0
2,-13.0,-43.0,14.0,-8.0,-11.0,-24.0,4.0,16.0,-4.0,-33.0,10.0,7.0,-4.0,-4.0,-10.0,1.0
-1,-12.0,-48.0,16.0,-8.0,-11.0,-30.0,5.0,13.0,-7.0,-40.0,11.0,1.0,-6.0,-11.0,-6.0,1.0
-2,-9.0,-50.0,18.0,-6.0,-10.0,-33.0,6.0,10.0,-9.0,-45.0,13.0,-4.0,-9.0,-16.0,-2.0,1.0
-2,-6.0,-51.0,21.0,-3.0,-9.0,-32.0,6.0,7.0,-11.0,-48.0,16.0,-8.0,-11.0,-18.0,2.0,1.0
-1,-2.0,-50.0,23.0,0.0,-7.0,-28.0,6.0,5.0,-12.0,-50.0,18.0,-11.0,-13.0,-19.0,5.0,1.0
-2,1.0,-47.0,26.0,2.0,-6.0,-23.0,6.0,4.0,-13.0,-50.0,21.0,-12.0,-14.0,-19.0,8.0,1.0
-2,4.0,-43.0,28.0,2.0,-4.0,-18.0,6.0,4.0,-13.0,-49.0,24.0,-12.0,-13.0,-18.0,10.0,1.0
-3,7.0,-39.0,28.0,2.0,-1.0,-13.0,5.0,6.0,-14.0,-47.0,26.0,-11.0,-12.0,-17.0,11.0,1.0
-4,9.0,-33.0,27.0,1.0,2.0,-7.0,4.0,8.0,-15.0,-43.0,27.0,-10.0,-11.0,-15.0,12.0,1.0
-5,12.0,-26.0,24.0,-1.0,5.0,-1.0,2.0,10.0,-16.0,-39.0,26.0,-9.0,-11.0,-12.0,12.0,1.0
-5,15.0,-18.0,20.0,-1.0,8.0,5.0,-1.0,12.0,-18.0,-35.0,23.0,-9.0,-11.0,-10.0,12.0,1.0
-4,17.0,-10.0,14.0,0.0,11.0,10.0,-4.0,13.0,-20.0,-30.0,19.0,-9.0,-13.0,-8.0,12.0,1.0
-3,19.0,-2.0,7.0,2.0,13.0,15.0,-8.0,14.0,-22.0,-25.0,13.0,-9.0,-14.0,-6.0,11.0,1.0
13,21.0,21.0,-16.0,12.0,22.0,28.0,-23.0,22.0,-22.0,-4.0,-5.0,-2.0,-7.0,-1.0,0.0,1.0
17,22.0,25.0,-17.0,15.0,24.0,33.0,-25.0,23.0,-20.0,2.0,-8.0,1.0,-3.0,2.0,-3.0,1.0
20,23.0,30.0,-16.0,18.0,26.0,38.0,-25.0,25.0,-16.0,8.0,-12.0,4.0,3.0,5.0,-5.0,1.0
22,25.0,34.0,-16.0,19.0,28.0,42.0,-24.0,26.0,-10.0,15.0,-17.0,7.0,7.0,7.0,-8.0,1.0
23,27.0,37.0,-17.0,19.0,31.0,46.0,-23.0,28.0,-4.0,22.0,-25.0,9.0,11.0,9.0,-9.0,1.0
24,30.0,41.0,-18.0,18.0,32.0,49.0,-22.0,30.0,2.0,28.0,-34.0,12.0,15.0,10.0,-11.0,1.0
26,33.0,43.0,-21.0,18.0,33.0,51.0,-21.0,32.0,8.0,34.0,-44.0,14.0,17.0,11.0,-13.0,1.0
28,35.0,44.0,-24.0,17.0,33.0,54.0,-21.0,34.0,13.0,38.0,-53.0,14.0,19.0,12.0,-14.0,1.0
32,37.0,43.0,-27.0,17.0,33.0,55.0,-20.0,35.0,17.0,41.0,-60.0,14.0,21.0,13.0,-14.0,1.0
36,39.0,43.0,-31.0,17.0,34.0,56.0,-20.0,35.0,21.0,44.0,-65.0,13.0,22.0,14.0,-16.0,1.0
40,42.0,42.0,-35.0,17.0,35.0,56.0,-19.0,35.0,26.0,45.0,-69.0,13.0,24.0,16.0,-17.0,1.0
45,45.0,42.0,-40.0,19.0,36.0,55.0,-17.0,35.0,31.0,46.0,-72.0,15.0,27.0,17.0,-18.0,1.0
50,47.0,41.0,-45.0,20.0,36.0,53.0,-16.0,35.0,36.0,46.0,-73.0,17.0,29.0,18.0,-19.0,1.0
54,49.0,39.0,-49.0,21.0,36.0,51.0,-14.0,33.0,40.0,46.0,-72.0,18.0,31.0,19.0,-21.0,1.0
57,50.0,36.0,-51.0,23.0,35.0,47.0,-13.0,30.0,41.0,45.0,-69.0,17.0,32.0,20.0,-22.0,1.0
58,49.0,33.0,-52.0,24.0,33.0,42.0,-12.0,26.0,41.0,45.0,-64.0,14.0,33.0,22.0,-22.0,1.0
59,47.0,30.0,-53.0,26.0,32.0,37.0,-11.0,23.0,38.0,44.0,-58.0,12.0,34.0,22.0,-22.0,1.0
59,45.0,28.0,-52.0,27.0,30.0,32.0,-10.0,21.0,36.0,43.0,-53.0,11.0,35.0,23.0,-21.0,1.0
59,42.0,26.0,-52.0,29.0,29.0,27.0,-9.0,22.0,34.0,43.0,-50.0,11.0,36.0,23.0,-21.0,1.0
60,40.0,25.0,-51.0,31.0,27.0,23.0,-8.0,25.0,32.0,42.0,-49.0,13.0,36.0,23.0,-22.0,1.0
60,38.0,23.0,-50.0,32.0,25.0,21.0,-7.0,29.0,32.0,42.0,-51.0,16.0,36.0,22.0,-22.0,1.0
58,36.0,22.0,-48.0,32.0,22.0,19.0,-6.0,32.0,32.0,41.0,-53.0,18.0,35.0,21.0,-23.0,1.0
56,33.0,20.0,-45.0,31.0,20.0,18.0,-4.0,34.0,32.0,39.0,-56.0,18.0,34.0,20.0,-23.0,1.0
54,30.0,18.0,-42.0,28.0,18.0,17.0,-3.0,36.0,30.0,38.0,-57.0,18.0,32.0,18.0,-22.0,1.0
52,27.0,17.0,-39.0,27.0,17.0,17.0,-3.0,38.0,26.0,37.0,-58.0,17.0,31.0,16.0,-21.0,1.0
50,24.0,16.0,-35.0,26.0,15.0,16.0,-2.0,37.0,22.0,36.0,-56.0,17.0,29.0,14.0,-20.0,1.0
47,21.0,16.0,-32.0,25.0,12.0,16.0,-2.0,35.0,17.0,35.0,-52.0,14.0,27.0,13.0,-19.0,1.0
43,18.0,16.0,-28.0,23.0,12.0,16.0,-1.0,33.0,13.0,34.0,-46.0,11.0,26.0,13.0,-18.0,1.0
40,16.0,16.0,-24.0,21.0,13.0,15.0,-1.0,30.0,9.0,33.0,-40.0,8.0,26.0,14.0,-16.0,1.0
37,14.0,16.0,-22.0,19.0,14.0,14.0,-1.0,27.0,7.0,33.0,-33.0,5.0,26.0,16.0,-15.0,1.0
35,13.0,16.0,-20.0,18.0,14.0,12.0,-1.0,24.0,5.0,33.0,-28.0,3.0,26.0,18.0,-14.0,1.0
34,11.0,15.0,-19.0,18.0,13.0,11.0,-1.0,21.0,4.0,32.0,-23.0,2.0,26.0,18.0,-14.0,1.0
33,9.0,14.0,-18.0,18.0,11.0,9.0,-1.0,19.0,3.0,32.0,-20.0,3.0,26.0,18.0,-13.0,1.0
33,5.0,11.0,-15.0,18.0,8.0,7.0,1.0,17.0,4.0,31.0,-18.0,4.0,26.0,17.0,-13.0,1.0
31,2.0,9.0,-12.0,18.0,5.0,4.0,3.0,15.0,4.0,29.0,-17.0,4.0,26.0,15.0,-14.0,1.0
27,-2.0,6.0,-7.0,16.0,2.0,1.0,5.0,15.0,4.0,27.0,-16.0,5.0,25.0,14.0,-14.0,1.0
22,-6.0,3.0,-2.0,12.0,0.0,-4.0,8.0,16.0,4.0,25.0,-16.0,6.0,25.0,12.0,-15.0,1.0
15,-8.0,0.0,4.0,9.0,-1.0,-8.0,10.0,17.0,3.0,24.0,-16.0,7.0,25.0,11.0,-16.0,1.0
9,-9.0,-3.0,8.0,5.0,-1.0,-11.0,12.0,17.0,2.0,23.0,-17.0,8.0,24.0,10.0,-16.0,1.0
4,-8.0,-4.0,10.0,3.0,-1.0,-13.0,14.0,17.0,1.0,22.0,-17.0,7.0,22.0,9.0,-16.0,1.0
2,-6.0,-5.0,10.0,2.0,-1.0,-14.0,14.0,15.0,1.0,20.0,-17.0,5.0,18.0,9.0,-14.0,1.0
1,-3.0,-6.0,8.0,3.0,-2.0,-14.0,13.0,11.0,0.0,18.0,-17.0,3.0,14.0,8.0,-12.0,1.0
0,1.0,-6.0,5.0,4.0,-3.0,-13.0,12.0,6.0,0.0,15.0,-16.0,-1.0,9.0,6.0,-9.0,1.0
0,3.0,-6.0,2.0,5.0,-4.0,-12.0,10.0,2.0,-1.0,13.0,-15.0,-4.0,5.0,4.0,-6.0,1.0
1,4.0,-5.0,-2.0,6.0,-4.0,-11.0,8.0,-2.0,-2.0,10.0,-14.0,-8.0,3.0,0.0,-3.0,1.0
3,4.0,-4.0,-4.0,7.0,-3.0,-12.0,6.0,-4.0,-2.0,8.0,-13.0,-10.0,2.0,-3.0,1.0,1.0
5,3.0,-4.0,-5.0,9.0,-1.0,-13.0,5.0,-5.0,-2.0,4.0,-12.0,-12.0,0.0,-6.0,3.0,1.0
6,2.0,-4.0,-5.0,9.0,0.0,-14.0,4.0,-4.0,-2.0,0.0,-11.0,-12.0,-2.0,-8.0,5.0,1.0
6,-1.0,-5.0,-3.0,9.0,0.0,-15.0,3.0,-4.0,-1.0,-5.0,-8.0,-10.0,-5.0,-10.0,7.0,1.0
5,-4.0,-7.0,1.0,8.0,-2.0,-15.0,3.0,-4.0,-1.0,-10.0,-3.0,-8.0,-7.0,-11.0,8.0,1.0
4,-7.0,-9.0,5.0,7.0,-4.0,-13.0,4.0,-5.0,-1.0,-15.0,3.0,-6.0,-8.0,-13.0,9.0,1.0
3,-10.0,-10.0,9.0,6.0,-7.0,-11.0,4.0,-4.0,-2.0,-19.0,9.0,-4.0,-8.0,-15.0,10.0,1.0
2,-13.0,-10.0,14.0,6.0,-8.0,-8.0,4.0,-2.0,-3.0,-24.0,15.0,-1.0,-7.0,-17.0,11.0,1.0
1,-16.0,-10.0,18.0,5.0,-9.0,-6.0,4.0,0.0,-5.0,-29.0,21.0,1.0,-7.0,-18.0,11.0,1.0
-3,-19.0,-10.0,21.0,3.0,-10.0,-6.0,3.0,1.0,-7.0,-34.0,27.0,2.0,-7.0,-20.0,12.0,1.0
-7,-22.0,-11.0,25.0,-1.0,-10.0,-7.0,4.0,2.0,-10.0,-38.0,33.0,3.0,-8.0,-21.0,13.0,1.0
-13,-25.0,-12.0,28.0,-6.0,-10.0,-10.0,4.0,2.0,-13.0,-42.0,38.0,2.0,-10.0,-22.0,14.0,1.0
-18,-28.0,-14.0,30.0,-12.0,-10.0,-13.0,4.0,2.0,-16.0,-45.0,40.0,1.0,-11.0,-24.0,15.0,1.0
-22,-30.0,-16.0,32.0,-18.0,-9.0,-16.0,5.0,2.0,-19.0,-46.0,41.0,-1.0,-11.0,-25.0,16.0,1.0
-25,-31.0,-19.0,32.0,-22.0,-8.0,-17.0,6.0,2.0,-21.0,-47.0,39.0,-4.0,-12.0,-27.0,16.0,1.0
-25,-30.0,-21.0,30.0,-26.0,-9.0,-18.0,7.0,2.0,-21.0,-47.0,36.0,-7.0,-12.0,-27.0,17.0,1.0
-24,-28.0,-22.0,27.0,-27.0,-9.0,-19.0,7.0,1.0,-20.0,-47.0,32.0,-10.0,-13.0,-27.0,16.0,1.0
-21,-26.0,-23.0,22.0,-26.0,-10.0,-20.0,8.0,2.0,-18.0,-47.0,27.0,-11.0,-14.0,-27.0,16.0,1.0
-16,-23.0,-24.0,17.0,-23.0,-9.0,-22.0,8.0,4.0,-17.0,-46.0,22.0,-12.0,-14.0,-26.0,15.0,1.0
-9,-21.0,-24.0,11.0,-20.0,-7.0,-25.0,8.0,7.0,-16.0,-44.0,17.0,-12.0,-13.0,-25.0,14.0,1.0
-2,-19.0,-24.0,5.0,-15.0,-5.0,-28.0,8.0,10.0,-15.0,-41.0,12.0,-10.0,-11.0,-24.0,12.0,1.0
6,-17.0,-25.0,-1.0,-10.0,-5.0,-30.0,7.0,13.0,-13.0,-38.0,8.0,-9.0,-9.0,-24.0,11.0,1.0
11,-15.0,-25.0,-5.0,-7.0,-4.0,-31.0,7.0,16.0,-12.0,-36.0,4.0,-6.0,-7.0,-24.0,10.0,1.0
14,-11.0,-26.0,-8.0,-6.0,-3.0,-31.0,7.0,20.0,-11.0,-33.0,1.0,-4.0,-5.0,-24.0,9.0,1.0
14,-8.0,-25.0,-11.0,-6.0,-1.0,-31.0,7.0,23.0,-10.0,-30.0,-2.0,-1.0,-3.0,-24.0,9.0,1.0
12,-4.0,-25.0,-12.0,-7.0,2.0,-30.0,7.0,23.0,-8.0,-27.0,-4.0,0.0,-2.0,-23.0,8.0,1.0
8,0.0,-23.0,-14.0,-9.0,4.0,-30.0,6.0,20.0,-6.0,-25.0,-5.0,0.0,-2.0,-23.0,8.0,1.0
2,4.0,-21.0,-14.0,-11.0,6.0,-30.0,6.0,15.0,-2.0,-23.0,-6.0,-1.0,-3.0,-22.0,8.0,1.0
-4,7.0,-18.0,-15.0,-13.0,8.0,-30.0,5.0,7.0,2.0,-22.0,-6.0,-3.0,-4.0,-21.0,9.0,1.0
-10,10.0,-16.0,-15.0,-14.0,10.0,-29.0,4.0,0.0,6.0,-21.0,-6.0,-6.0,-7.0,-20.0,11.0,1.0
-13,13.0,-13.0,-15.0,-15.0,11.0,-27.0,3.0,-7.0,9.0,-21.0,-6.0,-9.0,-10.0,-19.0,13.0,1.0
-14,15.0,-11.0,-15.0,-16.0,12.0,-25.0,2.0,-11.0,11.0,-21.0,-5.0,-11.0,-13.0,-18.0,16.0,1.0
-14,16.0,-11.0,-15.0,-15.0,12.0,-23.0,1.0,-14.0,11.0,-21.0,-4.0,-13.0,-17.0,-17.0,19.0,1.0
-13,15.0,-11.0,-14.0,-14.0,11.0,-21.0,1.0,-16.0,10.0,-21.0,-3.0,-13.0,-21.0,-17.0,21.0,1.0
-16,6.0,-15.0,2.0,-11.0,4.0,-19.0,3.0,-11.0,9.0,-28.0,-1.0,-4.0,-26.0,-23.0,22.0,1.0
-18,3.0,-16.0,7.0,-11.0,0.0,-18.0,5.0,-10.0,11.0,-30.0,-2.0,-1.0,-24.0,-25.0,20.0,1.0
-20,1.0,-16.0,10.0,-12.0,-3.0,-17.0,6.0,-9.0,15.0,-30.0,-4.0,3.0,-20.0,-27.0,16.0,1.0
-22,-1.0,-16.0,11.0,-14.0,-6.0,-16.0,8.0,-8.0,19.0,-29.0,-5.0,7.0,-14.0,-28.0,12.0,1.0
-25,-1.0,-14.0,12.0,-16.0,-7.0,-16.0,10.0,-7.0,22.0,-27.0,-7.0,10.0,-10.0,-28.0,8.0,1.0
-29,-1.0,-12.0,13.0,-18.0,-7.0,-16.0,12.0,-7.0,23.0,-24.0,-7.0,13.0,-5.0,-26.0,3.0,1.0
-32,-1.0,-10.0,13.0,-20.0,-7.0,-17.0,14.0,-6.0,24.0,-21.0,-7.0,14.0,0.0,-23.0,-1.0,1.0
-14,13.0,7.0,12.0,-5.0,14.0,3.0,5.0,-12.0,5.0,-16.0,6.0,-2.0,-7.0,-10.0,2.0,1.0
-15,12.0,5.0,10.0,-5.0,11.0,2.0,5.0,-13.0,5.0,-19.0,4.0,-4.0,-8.0,-13.0,2.0,1.0
-15,11.0,3.0,10.0,-5.0,8.0,0.0,6.0,-14.0,5.0,-21.0,3.0,-4.0,-9.0,-16.0,1.0,1.0
-15,8.0,1.0,10.0,-5.0,5.0,-2.0,6.0,-16.0,4.0,-22.0,5.0,-3.0,-10.0,-18.0,1.0,1.0
-15,5.0,-1.0,11.0,-6.0,2.0,-4.0,7.0,-17.0,2.0,-23.0,8.0,-3.0,-10.0,-19.0,2.0,1.0
-16,1.0,-2.0,12.0,-8.0,0.0,-5.0,8.0,-18.0,0.0,-23.0,11.0,-4.0,-10.0,-19.0,2.0,1.0
-16,-4.0,-3.0,14.0,-10.0,-2.0,-5.0,9.0,-19.0,-3.0,-22.0,14.0,-6.0,-10.0,-18.0,3.0,1.0
-14,-8.0,-3.0,16.0,-11.0,-3.0,-4.0,9.0,-19.0,-6.0,-21.0,16.0,-8.0,-9.0,-17.0,3.0,1.0
-11,-12.0,-3.0,17.0,-12.0,-2.0,-3.0,8.0,-16.0,-9.0,-18.0,17.0,-10.0,-6.0,-14.0,4.0,1.0
-10,-13.0,-1.0,16.0,-13.0,1.0,-3.0,7.0,-12.0,-10.0,-18.0,16.0,-10.0,-4.0,-13.0,4.0,1.0
-9,-13.0,1.0,13.0,-14.0,4.0,-4.0,6.0,-6.0,-10.0,-17.0,14.0,-10.0,-1.0,-12.0,3.0,1.0
-9,-13.0,3.0,9.0,-16.0,6.0,-5.0,5.0,-1.0,-10.0,-17.0,12.0,-10.0,1.0,-10.0,2.0,1.0
9,18.0,9.0,-10.0,12.0,12.0,-3.0,5.0,-5.0,5.0,5.0,-1.0,-10.0,4.0,10.0,0.0,1.0
8,21.0,8.0,-11.0,14.0,13.0,-5.0,4.0,-9.0,6.0,6.0,-3.0,-11.0,2.0,9.0,1.0,1.0
12,9.0,5.0,-8.0,12.0,6.0,0.0,-1.0,-4.0,9.0,6.0,-4.0,-8.0,9.0,9.0,-4.0,1.0
11,11.0,6.0,-8.0,11.0,7.0,3.0,0.0,-2.0,13.0,9.0,-6.0,-5.0,12.0,10.0,-5.0,1.0
9,14.0,8.0,-8.0,9.0,8.0,6.0,0.0,0.0,17.0,12.0,-10.0,-2.0,16.0,10.0,-6.0,1.0
7,17.0,9.0,-8.0,7.0,11.0,8.0,-1.0,1.0,20.0,15.0,-13.0,1.0,19.0,10.0,-7.0,1.0
7,19.0,10.0,-10.0,5.0,14.0,9.0,-2.0,2.0,22.0,18.0,-18.0,3.0,22.0,9.0,-10.0,1.0
7,21.0,11.0,-11.0,5.0,17.0,9.0,-2.0,2.0,23.0,21.0,-22.0,4.0,24.0,8.0,-12.0,1.0
7,22.0,11.0,-12.0,5.0,19.0,7.0,-3.0,1.0,24.0,22.0,-25.0,5.0,24.0,7.0,-13.0,1.0
8,21.0,11.0,-13.0,6.0,19.0,5.0,-2.0,0.0,24.0,23.0,-26.0,6.0,23.0,5.0,-14.0,1.0
9,19.0,11.0,-12.0,7.0,18.0,3.0,-2.0,-2.0,22.0,21.0,-26.0,5.0,21.0,3.0,-13.0,1.0
10,14.0,10.0,-11.0,6.0,16.0,1.0,-1.0,-4.0,20.0,19.0,-24.0,4.0,18.0,0.0,-11.0,1.0
11,9.0,9.0,-10.0,5.0,13.0,0.0,0.0,-5.0,16.0,16.0,-21.0,2.0,16.0,-2.0,-9.0,1.0
10,5.0,8.0,-10.0,3.0,10.0,-1.0,0.0,-6.0,12.0,13.0,-18.0,-1.0,13.0,-3.0,-8.0,1.0
7,1.0,7.0,-10.0,-1.0,8.0,-1.0,-1.0,-8.0,8.0,10.0,-16.0,-4.0,10.0,-4.0,-8.0,1.0
4,-2.0,6.0,-10.0,-5.0,5.0,-2.0,-1.0,-10.0,4.0,7.0,-14.0,-7.0,7.0,-5.0,-9.0,1.0
2,-6.0,8.0,-14.0,-9.0,7.0,2.0,-10.0,-7.0,-11.0,-5.0,12.0,-6.0,-5.0,-1.0,2.0,1.0
3,-5.0,7.0,-16.0,-8.0,8.0,0.0,-11.0,-5.0,-8.0,-3.0,8.0,-3.0,-2.0,-1.0,-2.0,1.0
5,-4.0,7.0,-17.0,-7.0,10.0,-2.0,-10.0,-2.0,-4.0,0.0,4.0,1.0,2.0,0.0,-5.0,1.0
7,-3.0,7.0,-16.0,-3.0,13.0,-5.0,-10.0,0.0,0.0,4.0,2.0,4.0,7.0,2.0,-8.0,1.0
9,-1.0,7.0,-14.0,1.0,16.0,-7.0,-9.0,0.0,3.0,7.0,1.0,5.0,11.0,5.0,-9.0,1.0
11,1.0,7.0,-12.0,5.0,18.0,-8.0,-8.0,0.0,6.0,10.0,1.0,5.0,14.0,8.0,-10.0,1.0
11,3.0,7.0,-11.0,8.0,17.0,-7.0,-7.0,-1.0,8.0,12.0,1.0,5.0,16.0,10.0,-11.0,1.0
11,5.0,6.0,-11.0,10.0,16.0,-7.0,-7.0,-1.0,10.0,12.0,0.0,6.0,17.0,10.0,-11.0,1.0
12,6.0,5.0,-13.0,10.0,13.0,-5.0,-7.0,1.0,13.0,12.0,-2.0,8.0,18.0,9.0,-11.0,1.0
12,8.0,5.0,-15.0,9.0,11.0,-3.0,-7.0,3.0,17.0,11.0,-4.0,12.0,19.0,7.0,-10.0,1.0
12,10.0,4.0,-18.0,9.0,8.0,-1.0,-8.0,6.0,19.0,10.0,-6.0,16.0,20.0,4.0,-10.0,1.0
12,11.0,4.0,-20.0,8.0,7.0,1.0,-8.0,9.0,21.0,10.0,-7.0,20.0,21.0,2.0,-10.0,1.0
10,13.0,4.0,-21.0,8.0,6.0,2.0,-9.0,10.0,20.0,9.0,-8.0,21.0,21.0,0.0,-10.0,1.0
